date,portfolio_ret,daily_return
2016-06-01,0.0,0.0
2016-06-02,0.0,0.0
2016-06-03,0.0,0.0
2016-06-06,0.0,0.0
2016-06-07,0.0,0.0
2016-06-08,0.0,0.0
2016-06-09,0.0,0.0
2016-06-10,0.0,0.0
2016-06-13,0.0,0.0
2016-06-14,0.0,0.0
2016-06-15,0.0,0.0
2016-06-16,0.0,0.0
2016-06-17,0.0,0.0
2016-06-20,0.0,0.0
2016-06-21,0.0,0.0
2016-06-22,0.0,0.0
2016-06-23,0.0,0.0
2016-06-24,0.0,0.0
2016-06-27,0.0,0.0
2016-06-28,0.0,0.0
2016-06-29,0.0,0.0
2016-06-30,0.0,0.0
2016-07-01,0.0,0.0
2016-07-05,0.0,0.0
2016-07-06,0.0,0.0
2016-07-07,0.0,0.0
2016-07-08,0.0,0.0
2016-07-11,0.0,0.0
2016-07-12,0.0,0.0
2016-07-13,0.0,0.0
2016-07-14,0.0,0.0
2016-07-15,0.0,0.0
2016-07-18,0.0,0.0
2016-07-19,0.0,0.0
2016-07-20,0.0,0.0
2016-07-21,0.0,0.0
2016-07-22,0.0,0.0
2016-07-25,0.0,0.0
2016-07-26,0.0,0.0
2016-07-27,0.0,0.0
2016-07-28,0.0,0.0
2016-07-29,0.0,0.0
2016-08-01,0.0,0.0
2016-08-02,0.0,0.0
2016-08-03,0.0,0.0
2016-08-04,0.0,0.0
2016-08-05,0.0,0.0
2016-08-08,0.0,0.0
2016-08-09,0.0,0.0
2016-08-10,0.0,0.0
2016-08-11,0.0,0.0
2016-08-12,0.0,0.0
2016-08-15,0.0,0.0
2016-08-16,0.0,0.0
2016-08-17,0.0,0.0
2016-08-18,0.0,0.0
2016-08-19,0.0,0.0
2016-08-22,0.0,0.0
2016-08-23,0.0,0.0
2016-08-24,0.0,0.0
2016-08-25,0.0,0.0
2016-08-26,0.0,0.0
2016-08-29,0.0,0.0
2016-08-30,0.0,0.0
2016-08-31,0.0,0.0
2016-09-01,0.0,0.0
2016-09-02,0.0,0.0
2016-09-06,0.0,0.0
2016-09-07,0.0,0.0
2016-09-08,0.0,0.0
2016-09-09,0.0,0.0
2016-09-12,0.0,0.0
2016-09-13,0.0,0.0
2016-09-14,0.0,0.0
2016-09-15,0.0,0.0
2016-09-16,0.0,0.0
2016-09-19,0.0,0.0
2016-09-20,0.0,0.0
2016-09-21,0.0,0.0
2016-09-22,0.0,0.0
2016-09-23,0.0,0.0
2016-09-26,0.0,0.0
2016-09-27,0.0,0.0
2016-09-28,0.0,0.0
2016-09-29,0.0,0.0
2016-09-30,0.0,0.0
2016-10-03,0.0,0.0
2016-10-04,0.0,0.0
2016-10-05,0.0,0.0
2016-10-06,0.0,0.0
2016-10-07,0.0,0.0
2016-10-10,0.0,0.0
2016-10-11,0.0,0.0
2016-10-12,0.0,0.0
2016-10-13,0.0,0.0
2016-10-14,0.0,0.0
2016-10-17,0.0,0.0
2016-10-18,0.0,0.0
2016-10-19,0.0,0.0
2016-10-20,0.0,0.0
2016-10-21,0.0,0.0
2016-10-24,0.0,0.0
2016-10-25,0.0,0.0
2016-10-26,0.0,0.0
2016-10-27,0.0,0.0
2016-10-28,0.0,0.0
2016-10-31,0.0,0.0
2016-11-01,0.0,0.0
2016-11-02,0.0,0.0
2016-11-03,0.0,0.0
2016-11-04,0.0,0.0
2016-11-07,0.0,0.0
2016-11-08,0.0,0.0
2016-11-09,0.0,0.0
2016-11-10,0.0,0.0
2016-11-11,0.0,0.0
2016-11-14,0.0,0.0
2016-11-15,0.0,0.0
2016-11-16,0.0,0.0
2016-11-17,0.0,0.0
2016-11-18,0.0,0.0
2016-11-21,0.0,0.0
2016-11-22,0.0,0.0
2016-11-23,0.0,0.0
2016-11-25,0.0,0.0
2016-11-28,0.0,0.0
2016-11-29,0.0,0.0
2016-11-30,0.0,0.0
2016-12-01,0.0,0.0
2016-12-02,0.0,0.0
2016-12-05,0.0,0.0
2016-12-06,0.0,0.0
2016-12-07,0.0,0.0
2016-12-08,0.0,0.0
2016-12-09,0.0,0.0
2016-12-12,0.0,0.0
2016-12-13,0.0,0.0
2016-12-14,0.0,0.0
2016-12-15,0.0,0.0
2016-12-16,0.0,0.0
2016-12-19,0.0,0.0
2016-12-20,0.0,0.0
2016-12-21,0.0,0.0
2016-12-22,0.0,0.0
2016-12-23,0.0,0.0
2016-12-27,0.0,0.0
2016-12-28,0.0,0.0
2016-12-29,0.0,0.0
2016-12-30,0.0,0.0
2017-01-03,0.0,0.0
2017-01-04,0.0,0.0
2017-01-05,0.0,0.0
2017-01-06,0.0,0.0
2017-01-09,0.0,0.0
2017-01-10,0.0,0.0
2017-01-11,0.0,0.0
2017-01-12,0.0,0.0
2017-01-13,0.0,0.0
2017-01-17,0.0,0.0
2017-01-18,0.0,0.0
2017-01-19,0.0,0.0
2017-01-20,0.0,0.0
2017-01-23,0.0,0.0
2017-01-24,0.0,0.0
2017-01-25,0.0,0.0
2017-01-26,0.0,0.0
2017-01-27,0.0,0.0
2017-01-30,0.0,0.0
2017-01-31,-0.011453637437616616,-0.011453637437616616
2017-02-01,0.05341458091666032,0.05341458091666032
2017-02-02,0.0118521762369984,0.0118521762369984
2017-02-03,0.009133995170344484,0.009133995170344484
2017-02-06,0.03570075996721249,0.03570075996721249
2017-02-07,-0.004575458143682294,-0.004575458143682294
2017-02-08,0.007216076089315411,0.007216076089315411
2017-02-09,-0.0005573740243589427,-0.0005573740243589427
2017-02-10,0.0038961451642626414,0.0038961451642626414
2017-02-13,-0.007390316068250121,-0.007390316068250121
2017-02-14,-0.00287723231740951,-0.00287723231740951
2017-02-15,-0.0018310599522255917,-0.0018310599522255917
2017-02-16,-0.0072354987105063715,-0.0072354987105063715
2017-02-17,0.003296855017800495,0.003296855017800495
2017-02-21,0.026624169309966902,0.026624169309966902
2017-02-22,0.0010443545501058497,0.0010443545501058497
2017-02-23,-0.02374587838715918,-0.02374587838715918
2017-02-24,-0.006675597371309753,-0.006675597371309753
2017-02-27,0.02273904704771702,0.02273904704771702
2017-02-28,-0.012860474270380928,-0.012860474270380928
2017-03-01,0.024106770078544906,0.024106770078544906
2017-03-02,-0.03024035213003602,-0.03024035213003602
2017-03-03,-0.010477045612677526,-0.010477045612677526
2017-03-06,-0.00510254778724937,-0.00510254778724937
2017-03-07,-0.0071475420765851,-0.0071475420765851
2017-03-08,-0.008966675187861258,-0.008966675187861258
2017-03-09,-0.0011749585802551474,-0.0011749585802551474
2017-03-10,0.009789986841334766,0.009789986841334766
2017-03-13,0.014688494904746992,0.014688494904746992
2017-03-14,-0.01059507518428516,-0.01059507518428516
2017-03-15,0.018361643812187297,0.018361643812187297
2017-03-16,-0.006353739844092518,-0.006353739844092518
2017-03-17,0.0013709268427448433,0.0013709268427448433
2017-03-20,0.02096682886198876,0.02096682886198876
2017-03-21,-0.026540198824337093,-0.026540198824337093
2017-03-22,0.011649782263487129,0.011649782263487129
2017-03-23,-0.002059144140187527,-0.002059144140187527
2017-03-24,4.7424671580691786e-05,4.7424671580691786e-05
2017-03-27,-0.004693627831697215,-0.004693627831697215
2017-03-28,0.01074596908863293,0.01074596908863293
2017-03-29,0.0047911020039123325,0.0047911020039123325
2017-03-30,0.011949624481060104,0.011949624481060104
2017-03-31,0.0074805408474226676,0.0074805408474226676
2017-04-03,-0.004762067344305488,-0.004762067344305488
2017-04-04,-0.01213395036498265,-0.01213395036498265
2017-04-05,-0.0061736955565649424,-0.0061736955565649424
2017-04-06,-0.005851439833506351,-0.005851439833506351
2017-04-07,0.003692413994161692,0.003692413994161692
2017-04-10,-0.008817202884545614,-0.008817202884545614
2017-04-11,-0.0001335183963105966,-0.0001335183963105966
2017-04-12,-0.01924228854467949,-0.01924228854467949
2017-04-13,-0.014253305501371633,-0.014253305501371633
2017-04-17,0.019920108507760548,0.019920108507760548
2017-04-18,-0.00572299610727206,-0.00572299610727206
2017-04-19,-0.004927073947681266,-0.004927073947681266
2017-04-20,0.008159279765624437,0.008159279765624437
2017-04-21,-0.007669616011784587,-0.007669616011784587
2017-04-24,0.006363227192552822,0.006363227192552822
2017-04-25,0.023124680931228794,0.023124680931228794
2017-04-26,0.005930495846602818,0.005930495846602818
2017-04-27,-0.002479299732863995,-0.002479299732863995
2017-04-28,-0.011313790018726236,-0.011313790018726236
2017-05-01,0.010289746176774282,0.010289746176774282
2017-05-02,-0.0611466042869365,-0.0611466042869365
2017-05-03,-0.005512302518986701,-0.005512302518986701
2017-05-04,-0.023450058572471545,-0.023450058572471545
2017-05-05,0.01388824075338266,0.01388824075338266
2017-05-08,-0.0053710782690973,-0.0053710782690973
2017-05-09,0.0066595241959118735,0.0066595241959118735
2017-05-10,0.0412553667975426,0.0412553667975426
2017-05-11,0.010298939805016217,0.010298939805016217
2017-05-12,0.004555411505038898,0.004555411505038898
2017-05-15,0.015932419860087546,0.015932419860087546
2017-05-16,0.025588867508716216,0.025588867508716216
2017-05-17,-0.05740666999861033,-0.05740666999861033
2017-05-18,0.009111538048412932,0.009111538048412932
2017-05-19,0.02157103232583675,0.02157103232583675
2017-05-22,-0.0014165795430575619,-0.0014165795430575619
2017-05-23,-0.0022716788776360516,-0.0022716788776360516
2017-05-24,0.0028420894060103585,0.0028420894060103585
2017-05-25,-0.0055151347069386306,-0.0055151347069386306
2017-05-26,0.0031934200895742297,0.0031934200895742297
2017-05-30,0.0011431270790192539,0.0011431270790192539
2017-05-31,0.0035257020134808123,0.0035257020134808123
2017-06-01,-0.002277248449205343,-0.002277248449205343
2017-06-02,0.006109167075746028,0.006109167075746028
2017-06-05,0.008031231388354473,0.008031231388354473
2017-06-06,0.014673020562652331,0.014673020562652331
2017-06-07,0.01076720720176629,0.01076720720176629
2017-06-08,0.018810047068249014,0.018810047068249014
2017-06-09,-0.036853754265704794,-0.036853754265704794
2017-06-12,-0.003692672954611604,-0.003692672954611604
2017-06-13,0.007972488886793059,0.007972488886793059
2017-06-14,-0.012006356935996245,-0.012006356935996245
2017-06-15,-0.007933062553787755,-0.007933062553787755
2017-06-16,-0.005668344099660946,-0.005668344099660946
2017-06-19,0.028508578890482264,0.028508578890482264
2017-06-20,0.006577275250729987,0.006577275250729987
2017-06-21,0.027729990497089102,0.027729990497089102
2017-06-22,0.0052986540104403524,0.0052986540104403524
2017-06-23,-0.001541027668671187,-0.001541027668671187
2017-06-26,-0.009776456114160411,-0.009776456114160411
2017-06-27,-0.037649759693170005,-0.037649759693170005
2017-06-28,0.015075534168463132,0.015075534168463132
2017-06-29,-0.02719237150459882,-0.02719237150459882
2017-06-30,-0.014796905349924432,-0.014796905349924432
2017-07-03,-0.019485638932752146,-0.019485638932752146
2017-07-05,0.02655025421644555,0.02655025421644555
2017-07-06,-0.005247590266913259,-0.005247590266913259
2017-07-07,0.01707179716361991,0.01707179716361991
2017-07-10,0.021042143823996086,0.021042143823996086
2017-07-11,0.015005071098824178,0.015005071098824178
2017-07-12,0.016083580138208747,0.016083580138208747
2017-07-13,-0.010471558914264784,-0.010471558914264784
2017-07-14,0.013819168457360722,0.013819168457360722
2017-07-17,0.00025447210936332596,0.00025447210936332596
2017-07-18,0.001316237511317267,0.001316237511317267
2017-07-19,0.0030493242950972777,0.0030493242950972777
2017-07-20,0.0035358403865534257,0.0035358403865534257
2017-07-21,0.003746311489370611,0.003746311489370611
2017-07-24,-0.00043151936388069944,-0.00043151936388069944
2017-07-25,-0.0019140261728867506,-0.0019140261728867506
2017-07-26,0.006098108243625922,0.006098108243625922
2017-07-27,-0.019619194175672622,-0.019619194175672622
2017-07-28,-0.010306651239861752,-0.010306651239861752
2017-07-31,-0.00982550107103741,-0.00982550107103741
2017-08-01,0.012130621731250879,0.012130621731250879
2017-08-02,-0.007769766480492114,-0.007769766480492114
2017-08-03,-0.00015315372904654693,-0.00015315372904654693
2017-08-04,0.01477309326627413,0.01477309326627413
2017-08-07,0.013656066102132866,0.013656066102132866
2017-08-08,-0.010430473285085555,-0.010430473285085555
2017-08-09,-0.006939329779190694,-0.006939329779190694
2017-08-10,-0.02883398039469887,-0.02883398039469887
2017-08-11,-0.0012857149590433815,-0.0012857149590433815
2017-08-14,0.03159493164425398,0.03159493164425398
2017-08-15,0.006366305826009814,0.006366305826009814
2017-08-16,0.0019419361159527596,0.0019419361159527596
2017-08-17,-0.024620725310563682,-0.024620725310563682
2017-08-18,0.0028624590751050363,0.0028624590751050363
2017-08-21,-0.0061113405043859426,-0.0061113405043859426
2017-08-22,0.02272951014864818,0.02272951014864818
2017-08-23,0.009573526032795716,0.009573526032795716
2017-08-24,0.0009196506315285246,0.0009196506315285246
2017-08-25,0.0005145688332498367,0.0005145688332498367
2017-08-28,0.0027049503026683394,0.0027049503026683394
2017-08-29,0.00017608103265854495,0.00017608103265854495
2017-08-30,0.013068027414284637,0.013068027414284637
2017-08-31,0.007594850329694032,0.007594850329694032
2017-09-01,0.008641883027525716,0.008641883027525716
2017-09-05,-0.01450020001983909,-0.01450020001983909
2017-09-06,-0.0009894850256054433,-0.0009894850256054433
2017-09-07,-0.002469739449480252,-0.002469739449480252
2017-09-08,-0.007515617129789895,-0.007515617129789895
2017-09-11,0.01911438588654801,0.01911438588654801
2017-09-12,0.009259365913136556,0.009259365913136556
2017-09-13,0.0005218036859018818,0.0005218036859018818
2017-09-14,-0.0015263205387146075,-0.0015263205387146075
2017-09-15,0.014458513694488901,0.014458513694488901
2017-09-18,0.007815261845015397,0.007815261845015397
2017-09-19,-0.001397984195253064,-0.001397984195253064
2017-09-20,0.01049896050883778,0.01049896050883778
2017-09-21,-0.009427111559532806,-0.009427111559532806
2017-09-22,0.0024384437889050626,0.0024384437889050626
2017-09-25,-0.015598040954195324,-0.015598040954195324
2017-09-26,0.0012779786801985751,0.0012779786801985751
2017-09-27,0.018267893246170265,0.018267893246170265
2017-09-28,0.0011114836224861294,0.0011114836224861294
2017-09-29,-0.00433899785310615,-0.00433899785310615
2017-10-02,0.009944186897547513,0.009944186897547513
2017-10-03,0.009536041608107745,0.009536041608107745
2017-10-04,-0.0020521112938528333,-0.0020521112938528333
2017-10-05,0.001317461336971543,0.001317461336971543
2017-10-06,0.004063270432315754,0.004063270432315754
2017-10-09,0.009950971314414336,0.009950971314414336
2017-10-10,0.0045326105536396795,0.0045326105536396795
2017-10-11,0.0023643710360820823,0.0023643710360820823
2017-10-12,-0.000730562697368749,-0.000730562697368749
2017-10-13,0.001969138379299556,0.001969138379299556
2017-10-16,0.0023056381721309567,0.0023056381721309567
2017-10-17,-0.007799033431538423,-0.007799033431538423
2017-10-18,0.0021390353533829623,0.0021390353533829623
2017-10-19,0.0003125293073480399,0.0003125293073480399
2017-10-20,0.004772468745663553,0.004772468745663553
2017-10-23,-0.009324932050338713,-0.009324932050338713
2017-10-24,0.002851726764574269,0.002851726764574269
2017-10-25,-0.01801660113313289,-0.01801660113313289
2017-10-26,-0.009242414776734029,-0.009242414776734029
2017-10-27,0.01830389192239302,0.01830389192239302
2017-10-30,-0.0013673802192068856,-0.0013673802192068856
2017-10-31,0.014965624300910103,0.014965624300910103
2017-11-01,-0.031242203398412452,-0.031242203398412452
2017-11-02,-0.005594154831198595,-0.005594154831198595
2017-11-03,-0.003353260444193449,-0.003353260444193449
2017-11-06,0.014625028977467857,0.014625028977467857
2017-11-07,-0.0005026836768338507,-0.0005026836768338507
2017-11-08,0.009854960405913559,0.009854960405913559
2017-11-09,-0.010194609198244603,-0.010194609198244603
2017-11-10,-0.00041377080807898387,-0.00041377080807898387
2017-11-13,0.0003664436558969816,0.0003664436558969816
2017-11-14,-0.006609390917055849,-0.006609390917055849
2017-11-15,0.0013845771907920936,0.0013845771907920936
2017-11-16,0.011820124109726235,0.011820124109726235
2017-11-17,0.007060686161726394,0.007060686161726394
2017-11-20,0.013029688298561133,0.013029688298561133
2017-11-21,0.0065491486110581636,0.0065491486110581636
2017-11-22,0.006155009530839372,0.006155009530839372
2017-11-24,-0.0001868655285099085,-0.0001868655285099085
2017-11-27,-0.007224500633430994,-0.007224500633430994
2017-11-28,0.01028752552738577,0.01028752552738577
2017-11-29,-0.020557027799812798,-0.020557027799812798
2017-11-30,0.007077702402082388,0.007077702402082388
2017-12-01,-0.009108532516642058,-0.009108532516642058
2017-12-04,-0.035555675403726394,-0.035555675403726394
2017-12-05,0.004805195663651675,0.004805195663651675
2017-12-06,0.00016714861287434664,0.00016714861287434664
2017-12-07,0.021609532228853066,0.021609532228853066
2017-12-08,0.007698804966164655,0.007698804966164655
2017-12-11,0.003792205260113141,0.003792205260113141
2017-12-12,-0.007076933988611842,-0.007076933988611842
2017-12-13,0.0025005243938315143,0.0025005243938315143
2017-12-14,-0.01066956248171297,-0.01066956248171297
2017-12-15,0.004163878515564172,0.004163878515564172
2017-12-18,0.01724037955547435,0.01724037955547435
2017-12-19,-0.013020881120651678,-0.013020881120651678
2017-12-20,0.0027717166705423265,0.0027717166705423265
2017-12-21,-0.0076400816296082075,-0.0076400816296082075
2017-12-22,-0.0019575899996799274,-0.0019575899996799274
2017-12-26,-0.003389424621002403,-0.003389424621002403
2017-12-27,0.0030354370401670257,0.0030354370401670257
2017-12-28,0.0034150721413505063,0.0034150721413505063
2017-12-29,-0.01197760462994925,-0.01197760462994925
2018-01-02,0.025221385747273214,0.025221385747273214
2018-01-03,0.021654375593620455,0.021654375593620455
2018-01-04,0.012255578486248638,0.012255578486248638
2018-01-05,0.00659932852899193,0.00659932852899193
2018-01-08,0.02346244546052648,0.02346244546052648
2018-01-09,-0.008962177436606655,-0.008962177436606655
2018-01-10,0.005956368622741533,0.005956368622741533
2018-01-11,0.020257190969197373,0.020257190969197373
2018-01-12,0.01547069399433899,0.01547069399433899
2018-01-16,-0.013064239113104115,-0.013064239113104115
2018-01-17,0.007133584218778415,0.007133584218778415
2018-01-18,-0.005552987106094012,-0.005552987106094012
2018-01-19,0.015495070633697443,0.015495070633697443
2018-01-22,0.01730084299657414,0.01730084299657414
2018-01-23,0.00035121438260609544,0.00035121438260609544
2018-01-24,-0.006052094756962428,-0.006052094756962428
2018-01-25,0.005402627567758896,0.005402627567758896
2018-01-26,0.016441977360125728,0.016441977360125728
2018-01-29,-0.009376475680649796,-0.009376475680649796
2018-01-30,-0.012666966163975989,-0.012666966163975989
2018-01-31,0.011069413877071284,0.011069413877071284
2018-02-01,0.0073442616330348385,0.0073442616330348385
2018-02-02,-0.015996540021772684,-0.015996540021772684
2018-02-05,-0.03560221774609125,-0.03560221774609125
2018-02-06,-0.004294677576344001,-0.004294677576344001
2018-02-07,-0.009608638364381781,-0.009608638364381781
2018-02-08,-0.045830647289435145,-0.045830647289435145
2018-02-09,0.007609085916108713,0.007609085916108713
2018-02-12,0.027963246772313696,0.027963246772313696
2018-02-13,0.002410745307253219,0.002410745307253219
2018-02-14,0.04437290632117519,0.04437290632117519
2018-02-15,0.026785096618355587,0.026785096618355587
2018-02-16,-0.011329293869824184,-0.011329293869824184
2018-02-20,0.01257026293656662,0.01257026293656662
2018-02-21,-0.008078668587320665,-0.008078668587320665
2018-02-22,0.004730426555896041,0.004730426555896041
2018-02-23,0.015788164348844818,0.015788164348844818
2018-02-26,0.012269999018243664,0.012269999018243664
2018-02-27,-0.014320079360814735,-0.014320079360814735
2018-02-28,-0.02034629852804415,-0.02034629852804415
2018-03-01,-0.01652999742685499,-0.01652999742685499
2018-03-02,0.060006665995752335,0.060006665995752335
2018-03-05,0.002138670045083648,0.002138670045083648
2018-03-06,0.002300575813471165,0.002300575813471165
2018-03-07,0.012579570440216568,0.012579570440216568
2018-03-08,0.02411540751107794,0.02411540751107794
2018-03-09,0.009960878016513392,0.009960878016513392
2018-03-12,-0.00992567836212484,-0.00992567836212484
2018-03-13,-9.117653251107668e-06,-9.117653251107668e-06
2018-03-14,0.0033615345766186203,0.0033615345766186203
2018-03-15,-0.009727198600115635,-0.009727198600115635
2018-03-16,-0.000538118860841663,-0.000538118860841663
2018-03-19,-0.011789743918633227,-0.011789743918633227
2018-03-20,0.016752997322117404,0.016752997322117404
2018-03-21,-0.0014031430952130505,-0.0014031430952130505
2018-03-22,-0.028026554471444004,-0.028026554471444004
2018-03-23,-0.021629430551405766,-0.021629430551405766
2018-03-26,0.032422881349823324,0.032422881349823324
2018-03-27,-0.0269697278816699,-0.0269697278816699
2018-03-28,-0.011387532603676975,-0.011387532603676975
2018-03-29,0.016984649846118697,0.016984649846118697
2018-04-02,-0.03439071380846793,-0.03439071380846793
2018-04-03,0.009651521286941987,0.009651521286941987
2018-04-04,0.015839540380043877,0.015839540380043877
2018-04-05,0.010473393468376,0.010473393468376
2018-04-06,-0.037166446835336084,-0.037166446835336084
2018-04-09,0.035012606131382025,0.035012606131382025
2018-04-10,0.008541834190248268,0.008541834190248268
2018-04-11,0.006121552824224038,0.006121552824224038
2018-04-12,0.0025873640557806535,0.0025873640557806535
2018-04-13,-0.01811276136926882,-0.01811276136926882
2018-04-16,-0.010820448415875782,-0.010820448415875782
2018-04-17,0.020846120839743833,0.020846120839743833
2018-04-18,0.007196889401920003,0.007196889401920003
2018-04-19,-0.02247682277257487,-0.02247682277257487
2018-04-20,-0.008601906134424745,-0.008601906134424745
2018-04-23,-0.010878282218549815,-0.010878282218549815
2018-04-24,-0.01322983778315216,-0.01322983778315216
2018-04-25,-0.006436157961482285,-0.006436157961482285
2018-04-26,0.020416276176829902,0.020416276176829902
2018-04-27,0.0009926756792999994,0.0009926756792999994
2018-04-30,-0.002768928538906347,-0.002768928538906347
2018-05-01,-0.011014722226630158,-0.011014722226630158
2018-05-02,0.015915478612462917,0.015915478612462917
2018-05-03,0.0022517042711639635,0.0022517042711639635
2018-05-04,-0.016565583777955386,-0.016565583777955386
2018-05-07,0.017705090355682046,0.017705090355682046
2018-05-08,-0.008518157752797333,-0.008518157752797333
2018-05-09,0.00014151654524651607,0.00014151654524651607
2018-05-10,0.034943280548488886,0.034943280548488886
2018-05-11,0.014967218787624768,0.014967218787624768
2018-05-14,0.005668079823987653,0.005668079823987653
2018-05-15,0.008365234519169646,0.008365234519169646
2018-05-16,0.015961312059508247,0.015961312059508247
2018-05-17,-0.02472834400902542,-0.02472834400902542
2018-05-18,0.022417974355280975,0.022417974355280975
2018-05-21,-0.002395090005070327,-0.002395090005070327
2018-05-22,-0.00903260744363594,-0.00903260744363594
2018-05-23,-0.004911321089945285,-0.004911321089945285
2018-05-24,-0.01780105674653338,-0.01780105674653338
2018-05-25,0.0024964106778717667,0.0024964106778717667
2018-05-29,-0.0054290714313996544,-0.0054290714313996544
2018-05-30,0.019598978333518754,0.019598978333518754
2018-05-31,-0.024816181256136542,-0.024816181256136542
2018-06-01,0.01717739972608975,0.01717739972608975
2018-06-04,-0.04723417129671318,-0.04723417129671318
2018-06-05,0.0026014108507278503,0.0026014108507278503
2018-06-06,-0.0037714313968606502,-0.0037714313968606502
2018-06-07,-0.023306005917232787,-0.023306005917232787
2018-06-08,0.0028806017298857968,0.0028806017298857968
2018-06-11,-0.01251857495087328,-0.01251857495087328
2018-06-12,0.012218008396315316,0.012218008396315316
2018-06-13,0.028003484873716133,0.028003484873716133
2018-06-14,0.04628274042451119,0.04628274042451119
2018-06-15,-0.02455900125686953,-0.02455900125686953
2018-06-18,0.015411355722657068,0.015411355722657068
2018-06-19,0.00375116766264585,0.00375116766264585
2018-06-20,-0.0032235471165219876,-0.0032235471165219876
2018-06-21,-0.02361403885488231,-0.02361403885488231
2018-06-22,-0.009281124536484789,-0.009281124536484789
